Table 1
CODE	OID	AID	OAID	FM	TO	FORM	PRIM	DATE	DATE	TITLE	DESC	IMPRINT	CAT 0	CAT 1	CAT 2	AV	NOTE	SOURCE	SURL	END												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=2000;;;DATE=^^^;;;TITLE=The Buccaneers of America;;;DESC=vol 1 of 1 / reprint of ^^^ ed;;;IMPRINT=Mineola, NY: Dover;;;CAT 0=https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_20509555;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=0;;;NOTE=First published ^^^;;;SOURCE=OB - AH - Piracy;;;SURL=https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml;;;END###"	^^^	^^^	^^^	^^^	^^^	P	^^^	2000	^^^	The Buccaneers of America	vol 1 of 1 / reprint of ^^^ ed	"Mineola, NY: Dover"	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_20509555	^^^	^^^	0	First published ^^^	OB - AH - Piracy	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=2000;;;DATE=^^^;;;TITLE=The Calendar of State Papers, Colonial: North America and the West Indies, 1574–1739;;;DESC=vol 1 of 1 / reprint of ^^^ ed;;;IMPRINT=London: Public Record Office;;;CAT 0=http://id.lib.harvard.edu/alma/990085116060203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=0;;;NOTE=^^^;;;SOURCE=OB - AH - Piracy;;;SURL=https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml;;;END###"	^^^	^^^	^^^	^^^	^^^	P	^^^	2000	^^^	"The Calendar of State Papers, Colonial: North America and the West Indies, 1574–1739"	vol 1 of 1 / reprint of ^^^ ed	London: Public Record Office	http://id.lib.harvard.edu/alma/990085116060203941/catalog	^^^	^^^	0	^^^	OB - AH - Piracy	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=2007;;;DATE=^^^;;;TITLE=A New Voyage Round the World;;;DESC=vol 1 of 1 / reprint of ^^^ ed;;;IMPRINT=Warwick, NY: 1500 Books;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=First printed ^^^;;;SOURCE=OB - AH - Piracy;;;SURL=https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml;;;END###"	^^^	^^^	^^^	^^^	^^^	P	^^^	2007	^^^	A New Voyage Round the World	vol 1 of 1 / reprint of ^^^ ed	"Warwick, NY: 1500 Books"	^^^	^^^	^^^	^^^	First printed ^^^	OB - AH - Piracy	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0077.xml	###												
PUR;;;OID=^^^;;;AID=^^^;;;OAID=Landa;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=2011;;;DATE=^^^;;;TITLE=Relación de las cosas de Yucatán;;;DESC=vol 1 of 1 / reprint of ^^^ ed;;;IMPRINT=^^^;;;CAT 0=https://www-digitaliapublishing-com.ezp-prod1.hul.harvard.edu/a/16451;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Copy of 1566 manuscript / earliest Spanish edition found was 1938 = http://id.lib.harvard.edu/alma/990045590860203941/catalog / 1959 edition = https://www.wayeb.org/resources-links/wayeb-resources/ethnohistorical-sources/;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	^^^	^^^	Landa	^^^	^^^	P	1	2011	^^^	Relación de las cosas de Yucatán	vol 1 of 1 / reprint of ^^^ ed	^^^	https://www-digitaliapublishing-com.ezp-prod1.hul.harvard.edu/a/16451	^^^	^^^	^^^	Copy of 1566 manuscript / earliest Spanish edition found was 1938 = http://id.lib.harvard.edu/alma/990045590860203941/catalog / 1959 edition = https://www.wayeb.org/resources-links/wayeb-resources/ethnohistorical-sources/	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=L Cogolludo aa;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1996;;;DATE=^^^;;;TITLE=Historia de Yucatán;;;DESC=vol 1 of 1 / 5th ed;;;IMPRINT=^^^;;;CAT 0=^^^;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Colección Pablo García ;; 6 / Campeche, México : Publicaciones del H. Ayuntamiento de Campeche 1995-1997 / Possibly in 3 volumes published 1996-?;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	L Cogolludo aa	^^^	^^^	P	1	1996	^^^	Historia de Yucatán	vol 1 of 1 / 5th ed	^^^	^^^	^^^	^^^	^^^	"Colección Pablo García ;; 6 / Campeche, México : Publicaciones del H. Ayuntamiento de Campeche 1995-1997 / Possibly in 3 volumes published 1996-?"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
PUR;;;OID=^^^;;;AID=Carles;;;OAID=Carles;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=1969;;;DATE=^^^;;;TITLE=220 años del período colonial en Panamá;;;DESC=vol 1 of 1 / 3rd ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990043220590203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Panamá [Departamento de Bellas Artes y Publicaciones del Ministerio de Educación] 1969.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	^^^	Carles	Carles	^^^	^^^	P	^^^	1969	^^^	220 años del período colonial en Panamá	vol 1 of 1 / 3rd ed	^^^	http://id.lib.harvard.edu/alma/990043220590203941/catalog	^^^	^^^	^^^	Panamá [Departamento de Bellas Artes y Publicaciones del Ministerio de Educación] 1969.	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=B Bermudez aa;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=1993;;;DATE=^^^;;;TITLE=Piratas en Santa Marta : piratas que atacaron la Provincia de Santa Marta;;;DESC=vol 1 of 1 / 2nd revised, expanded ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990092414450203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Santa Marta : A.E. Bermúdez Bermúdez, 1993 (Santafé de Bogotá : Editorial Kimpres);;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	B Bermudez aa	^^^	^^^	P	^^^	1993	^^^	Piratas en Santa Marta : piratas que atacaron la Provincia de Santa Marta	"vol 1 of 1 / 2nd revised, expanded ed"	^^^	http://id.lib.harvard.edu/alma/990092414450203941/catalog	^^^	^^^	^^^	"Santa Marta : A.E. Bermúdez Bermúdez, 1993 (Santafé de Bogotá : Editorial Kimpres)"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=MacLeod;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=0;;;DATE=2008;;;DATE=^^^;;;TITLE=Spanish Central America: A Socioeconomic History, 1520–1720;;;DESC=vol 1 of 1 / 2nd revised ed;;;IMPRINT=Austin: University of Texas Press;;;CAT 0=https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/45035;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=First published 1973;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	MacLeod	^^^	^^^	P	0	2008	^^^	"Spanish Central America: A Socioeconomic History, 1520–1720"	vol 1 of 1 / 2nd revised ed	Austin: University of Texas Press	https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/45035	^^^	^^^	^^^	First published 1973	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
PUR;;;OID=^^^;;;AID=P Valenzuela;;;OAID=P Valenzuela;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=1977;;;DATE=^^^;;;TITLE=Historias de piratas;;;DESC=vol 1 of 1 / 2nd ed;;;IMPRINT=^^^;;;CAT 0=https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_29424768;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	^^^	P Valenzuela	P Valenzuela	^^^	^^^	P	^^^	1977	^^^	Historias de piratas	vol 1 of 1 / 2nd ed	^^^	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_globaltitleindex_catalog_29424768	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=2003;;;DATE=^^^;;;TITLE=Ambivalent Conquests: Maya and Spaniard in Yucatan, 1517–1570;;;DESC=vol 1 of 1 / 2nd ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990090921020203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=1;;;NOTE=^^^;;;SOURCE=OB - LAS - 16th-Century New Spain;;;SURL=https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199766581/obo-9780199766581-0021.xml?rskey=fLjWhC&result=13&q=belize#firstMatch;;;END###"	^^^	^^^	^^^	^^^	^^^	P	^^^	2003	^^^	"Ambivalent Conquests: Maya and Spaniard in Yucatan, 1517–1570"	vol 1 of 1 / 2nd ed	^^^	http://id.lib.harvard.edu/alma/990090921020203941/catalog	^^^	^^^	1	^^^	OB - LAS - 16th-Century New Spain	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199766581/obo-9780199766581-0021.xml?rskey=fLjWhC&result=13&q=belize#firstMatch	###												
PUR;;;OID=^^^;;;AID=Ullivarri;;;OAID=Ullivarri;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=2004;;;DATE=^^^;;;TITLE=Piratas y corsarios en Cuba;;;DESC=vol 1 of 1 / 2nd ed;;;IMPRINT=^^^;;;CAT 0=https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_casalini_books_2499061;;;CAT 1=https://www-digitaliapublishing-com.ezp-prod1.hul.harvard.edu/a/56452;;;CAT 2=^^^;;;AV=^^^;;;NOTE=Colección Isla de la Tortuga / First edition in 1931 = http://id.lib.harvard.edu/alma/990067779550203941/catalog;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	^^^	Ullivarri	Ullivarri	^^^	^^^	P	^^^	2004	^^^	Piratas y corsarios en Cuba	vol 1 of 1 / 2nd ed	^^^	https://hollis.harvard.edu/permalink/f/1mdq5o5/TN_cdi_casalini_books_2499061	https://www-digitaliapublishing-com.ezp-prod1.hul.harvard.edu/a/56452	^^^	^^^	Colección Isla de la Tortuga / First edition in 1931 = http://id.lib.harvard.edu/alma/990067779550203941/catalog	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=2009;;;DATE=^^^;;;TITLE=The British Atlantic World, 1500–1800;;;DESC=vol 1 of 1 / 2nd ed;;;IMPRINT=New York: Palgrave Macmillan;;;CAT 0=http://id.lib.harvard.edu/alma/990117555740203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=0;;;NOTE=^^^;;;SOURCE=OB - AH - Smuggling;;;SURL=https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml;;;END###"	^^^	^^^	^^^	^^^	^^^	P	^^^	2009	^^^	"The British Atlantic World, 1500–1800"	vol 1 of 1 / 2nd ed	New York: Palgrave Macmillan	http://id.lib.harvard.edu/alma/990117555740203941/catalog	^^^	^^^	0	^^^	OB - AH - Smuggling	https://www-oxfordbibliographies-com.ezp-prod1.hul.harvard.edu/view/document/obo-9780199730414/obo-9780199730414-0197.xml	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Hakluyt bb;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1582;;;DATE=^^^;;;TITLE=Divers voyages touching the discoverie of America and the Ilands adjacent unto the same : made first of all by our Englishmen and afterward by the Frenchmen and Britons : and certaine notes of advertisements for observations, necessarie for such as shall heereafter make the like attempt, with two mappes annexed heereunto for the plainer understanding of the whole matter;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/99155993770503941/catalog;;;CAT 1=http://id.lib.harvard.edu/alma/990096330180203941/catalog;;;CAT 2=http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/divers-voyages-touching-discoverie-america/docview/2138593985/se-2?accountid=11311;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	Hakluyt bb	^^^	^^^	P	1	1582	^^^	"Divers voyages touching the discoverie of America and the Ilands adjacent unto the same : made first of all by our Englishmen and afterward by the Frenchmen and Britons : and certaine notes of advertisements for observations, necessarie for such as shall heereafter make the like attempt, with two mappes annexed heereunto for the plainer understanding of the whole matter"	vol 1 of 1 / 1st ed	^^^	http://id.lib.harvard.edu/alma/99155993770503941/catalog	http://id.lib.harvard.edu/alma/990096330180203941/catalog	http://search.proquest.com.ezp-prod1.hul.harvard.edu/books/divers-voyages-touching-discoverie-america/docview/2138593985/se-2?accountid=11311	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=Hakluyt aa;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1589;;;DATE=^^^;;;TITLE=The principall nauigations, voiages and discoueries of the English nation :made by sea or ouer land, to the most remote and farthest distant quarters of the earth at any time within the compasse of these 1500. yeeres: deuided into three seuerall parts, according to the positions of the regions wherunto they were directed. ... Whereunto is added the last most renowmed English nauigation, round about the whole globe of the earth;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512449063730003941;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	^^^	Hakluyt aa	^^^	^^^	P	1	1589	^^^	"The principall nauigations, voiages and discoueries of the English nation :made by sea or ouer land, to the most remote and farthest distant quarters of the earth at any time within the compasse of these 1500. yeeres: deuided into three seuerall parts, according to the positions of the regions wherunto they were directed. ... Whereunto is added the last most renowmed English nauigation, round about the whole globe of the earth"	vol 1 of 1 / 1st ed	^^^	https://hollis.harvard.edu/permalink/f/1s5nto6/01HVD_ALMA512449063730003941	^^^	^^^	^^^	^^^	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
PUR;;;OID=^^^;;;AID=H Tordesillas aa;;;OAID=H Tordesillas aa;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=1601;;;DATE=^^^;;;TITLE=Descripcion de las Indias ocidentales de Antonio de Herrera coronista mayor de sv Mag'd de las Indias y sv coronista de Castilla;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/990057391880203941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=En Mad: [Madrid] en la emplenta real 1601.;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###	^^^	H Tordesillas aa	H Tordesillas aa	^^^	^^^	P	^^^	1601	^^^	Descripcion de las Indias ocidentales de Antonio de Herrera coronista mayor de sv Mag'd de las Indias y sv coronista de Castilla	vol 1 of 1 / 1st ed	^^^	http://id.lib.harvard.edu/alma/990057391880203941/catalog	^^^	^^^	^^^	En Mad: [Madrid] en la emplenta real 1601.	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=Philip;;;OAID=Philip;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=1;;;DATE=1626;;;DATE=^^^;;;TITLE=Sir Francis Drake reuiued calling vpon this dull or effeminate age, to folowe his noble steps for golde & siluer, by this memorable relation, of the rare occurrances (neuer yet declared to the world) in a third voyage, made by him into the West-Indies, in the yeares 72. & 73. when Nombre de Dios was by him and 52. others only in his company, surprised;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=^^^;;;CAT 0=http://id.lib.harvard.edu/alma/99154242015903941/catalog;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=1st ed in 1626, 2nd ed in 1628 [extracted in Wright aa part 2], It must be surely recognised that the contemporary Spanish documents herewith published [Wright aa part 1 docs nos 17-28, 30, 31] establish the validity of Sir Francis Drake Revived beyond cavil  /v Wright aa p viii;;;SOURCE=AN - orig data sources 1.2.numbers;;;SURL=/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers;;;END###"	^^^	Philip	Philip	^^^	^^^	P	1	1626	^^^	"Sir Francis Drake reuiued calling vpon this dull or effeminate age, to folowe his noble steps for golde & siluer, by this memorable relation, of the rare occurrances (neuer yet declared to the world) in a third voyage, made by him into the West-Indies, in the yeares 72. & 73. when Nombre de Dios was by him and 52. others only in his company, surprised"	vol 1 of 1 / 1st ed	^^^	http://id.lib.harvard.edu/alma/99154242015903941/catalog	^^^	^^^	^^^	"1st ed in 1626, 2nd ed in 1628 [extracted in Wright aa part 2], It must be surely recognised that the contemporary Spanish documents herewith published [Wright aa part 1 docs nos 17-28, 30, 31] establish the validity of Sir Francis Drake Revived beyond cavil  /v Wright aa p viii"	AN - orig data sources 1.2.numbers	/Users/angelnavidad/Library/Mobile Documents/com~apple~Numbers/Documents/orig data sources 1.2.numbers	###												
"PUR;;;OID=^^^;;;AID=^^^;;;OAID=^^^;;;FM=^^^;;;TO=^^^;;;FORM=P;;;PRIM=^^^;;;DATE=1809;;;DATE=^^^;;;TITLE=Regulations for the better government of His Majesty's subjects in the Bay of Honduras, presented to them by the Honourable Sir William Burnaby, Knight, Rear-Admiral of the Red, and Commander in Chief of His Majesty's Squadron in Jamaica;;;DESC=vol 1 of 1 / 1st ed;;;IMPRINT=London: Printed by T. Gillet, Crown-Court, Fleet-Street;;;CAT 0=https://hdl.handle.net/2027/nnc1.cu54219256;;;CAT 1=^^^;;;CAT 2=^^^;;;AV=^^^;;;NOTE=^^^;;;SOURCE=AN - ‘Honduras’ search in HOLLIS - Paratext - Eight Centuries;;;SURL=https://history-paratext-com.ezp-prod1.hul.harvard.edu/ncm/ncm.php/ncm.php?_method=put&authenticity_token=vTmJ27%2BwZ0%2BiFvz9fcK1wDLUN40nlzLbEC3A%2BcH63f4%3D&request_type=advanced_search&query=Honduras&search_field=all&Stemming=1&and=1&yearFrom=&yearTo=&databases=adammatthew%2Cala%2Cportrait%2Cwright%2Cammem%2Cmissionary%2Casp%2Cwhig%2Cannlibindex%2Cmagindex%2Cappletons%2Cartstor%2Catlantic%2Cbaystate%2Cbritinst%2Cblmusic%2Cblbnb%2Cburlington%2Ccsp%2Cscientific%2Ccatpubdocs%2Ccatholicworld%2Ccentofloan%2Cchecklist%2Chansard%2Cpresidents%2Cames%2Ccongrec%2Cchronam%2Ccislp%2Ccumsubj%2Ccumtitle%2Cdebows%2Cgovdoc1%2Cdplancm%2Cwalters%2Cdocamsouth%2Cengineering%2Ceuropeana%2Cfarmers%2Cgalloupe%2Cgalaxy%2Cgardenforest%2Cgranite%2Ccommons%2Clords%2Charvard%2Ccotgreave%2Chickcox%2Clegperlit%2Caall%2Crelig%2Ccontcongress%2Cindartsindex%2Cspectator%2Cindexcat%2Cicsl%2Cmacjournal%2Cjstorejc%2Cladiesrepository%2Clibjour%2Clcmm%2Cppoc%2Clivingage%2Cmoa%2Cmanufacturer%2Cmeae%2Cmodjourn%2Carchives%2Cnewenglander%2Cnydtrib%2Cnytimes%2Cnypl%2Cniles%2Cbooks%2Crgpl%2Cnorthamer%2Coldguard%2Coverland%2Cpalmers%2Cpooles%2Cprinceton%2Cpsychology%2Cgreely%2Cpunchi%2Cputnams%2Cgraves%2Cpepys%2Cmacsketches%2Cscribmag%2Cscribmonth%2Csmithsonian%2Csmithmarc%2Csmithoa%2Csoagb%2Csouthern%2Csouthernlit%2Csouthernqtr%2Citp%2Cstnicholas%2Cusdemorev%2Cpatents%2Cncmserialset%2Cvanityfair%2Cswems;;;END###"	^^^	^^^	^^^	^^^	^^^	P	^^^	1809	^^^	"Regulations for the better government of His Majesty's subjects in the Bay of Honduras, presented to them by the Honourable Sir William Burnaby, Knight, Rear-Admiral of the Red, and Commander in Chief of His Majesty's Squadron in Jamaica"	vol 1 of 1 / 1st ed	"London: Printed by T. Gillet, Crown-Court, Fleet-Street"	https://hdl.handle.net/2027/nnc1.cu54219256	^^^	^^^	^^^	^^^	AN - ‘Honduras’ search in HOLLIS - Paratext - Eight Centuries	https://history-paratext-com.ezp-prod1.hul.harvard.edu/ncm/ncm.php/ncm.php?_method=put&authenticity_token=vTmJ27%2BwZ0%2BiFvz9fcK1wDLUN40nlzLbEC3A%2BcH63f4%3D&request_type=advanced_search&query=Honduras&search_field=all&Stemming=1&and=1&yearFrom=&yearTo=&databases=adammatthew%2Cala%2Cportrait%2Cwright%2Cammem%2Cmissionary%2Casp%2Cwhig%2Cannlibindex%2Cmagindex%2Cappletons%2Cartstor%2Catlantic%2Cbaystate%2Cbritinst%2Cblmusic%2Cblbnb%2Cburlington%2Ccsp%2Cscientific%2Ccatpubdocs%2Ccatholicworld%2Ccentofloan%2Cchecklist%2Chansard%2Cpresidents%2Cames%2Ccongrec%2Cchronam%2Ccislp%2Ccumsubj%2Ccumtitle%2Cdebows%2Cgovdoc1%2Cdplancm%2Cwalters%2Cdocamsouth%2Cengineering%2Ceuropeana%2Cfarmers%2Cgalloupe%2Cgalaxy%2Cgardenforest%2Cgranite%2Ccommons%2Clords%2Charvard%2Ccotgreave%2Chickcox%2Clegperlit%2Caall%2Crelig%2Ccontcongress%2Cindartsindex%2Cspectator%2Cindexcat%2Cicsl%2Cmacjournal%2Cjstorejc%2Cladiesrepository%2Clibjour%2Clcmm%2Cppoc%2Clivingage%2Cmoa%2Cmanufacturer%2Cmeae%2Cmodjourn%2Carchives%2Cnewenglander%2Cnydtrib%2Cnytimes%2Cnypl%2Cniles%2Cbooks%2Crgpl%2Cnorthamer%2Coldguard%2Coverland%2Cpalmers%2Cpooles%2Cprinceton%2Cpsychology%2Cgreely%2Cpunchi%2Cputnams%2Cgraves%2Cpepys%2Cmacsketches%2Cscribmag%2Cscribmonth%2Csmithsonian%2Csmithmarc%2Csmithoa%2Csoagb%2Csouthern%2Csouthernlit%2Csouthernqtr%2Citp%2Cstnicholas%2Cusdemorev%2Cpatents%2Cncmserialset%2Cvanityfair%2Cswems	###												
