Table 1
ID	OID	CF	LOC	QUOTE	NOTES	RE 0	DESC	ATT	CLG	FLR	DATE	SETTLEMENT DEF	DESC	SOURCE	SURL	END	
d105	^^^	Winzerling	cap 6 pp 33-37	"THE PURITAN COLONISTS. In all the published historical records on the colony, the British colonization begins at Belize [City]. This is not true. It is due to insufficient research and the tendency to facile explanation. There are no Spanish geographic names between Monkey River and Belize [City]. Because of this I decided to search the sixteenth, seventeenth, and eighteenth century records on insular and mainland Caribbean history in the rare-books' sections of several of the great libraries of Europe. Works in Dutch, English, French, German, Latin, and Spanish were perused. My views expressed in these pages have been tempered in that light, but I have used only such as have a bearing on my subject. [...] On December 4, 1630 there was formed in London a company authorized by Charles I, ""whereby Robert Earl of Warwick was made Governor in Chief and Lord High Admirall of all those islands and other plantations, inhabited, planted, or belonging to any of his Majesties the King of Englands subjects, within the bounds and upon the coast of America [...]"" [In the Calendar of State Papers, 1574-1660, colonial series, published in 1860]. [...] The Earl of Warwick was a speculator in privateering, and a group of the wealthy Company of Merchant Adventurers in London were also backing him. Privateering was a part of their commercial interests, and in this they used the Puritans, who were in religious opposition to Charles I and his friendship for Spain, to assist them to colonize fortified sites from where they could raid the Spanish shipping and the Spanish Main. [...] The ""Seaflower"" brought the first batch of colonists to Santa Catalina or Old Providence in May 1631, most of them Puritans, with their governor, Captain Philip Bell, who had been governor of the Somers or Bermuda Islands in 1626-1627. When the colonists arrived this island was inhabited by some Dutch sea rovers amongst whom were the two brothers Captain William Albert Blauvelt and Abraham Blauvelt. [...] The selection of this island which lay in the track of the Plate Fleet was made by the Earl of Warwick's captains because of its position between the two main objectives, the Plate Fleet sailing from Panama to Havana, and the Cockscomb Coast as a base for bartering with the interior fo Guatemala. [...] Soon the colonists found out that the soil of Old Providence was worthless for their agriculture, and they began to look elsewhere. In 1631 they were active in Tortuga and resolved that henceforth that island should be called Association. But the island of Tortuga was also too small and too exposed to attack, and so they began in the same year to establish themselves in increased numbers on the Cockscomb Coast, a region from which they could not be expelled but by a strong Spanish naval force on account of the coral reefs, while to attack from the land would have been still costlier. Small plantations were already established here by Captain Daniel Elfrith who made the preliminary survey and recommendation [sometime during 1613-1624]. They cultivated the fresh soil which was then right on the beach and grew an abundance of potatoes and pumpkins. [...] in May and July 1633 Captain Sussex Camock was appointed director of a trade at Capt Gratia de Dios, with Edward Willaims and Nath. [...] For the trading stand the coast was selected which lies at the foot of the Cockscomb Mountainsn in the Bay of Honduras and is protected by the barrier-reef. Silk-grass grew there in great abundance in the creeks and lagoons where some Moskito Indians lived. [...] Thus the history of British colonization in the Bay began in 1629 with the privateers of the Earl of Warwick. It began with silk-grass and tobacco. This area is over 300 years in unbroken British occupation. They clearly gave the position as between 10 and 20 degrees north latitude, and 290 and 310 degrees of longitude, which of course was not computed from Greenwich but from Ferro, and puts Old Providence, Cape Gracias a Dios, and the Cockscomb Coast within its area, with the 20th parallel passing at Tortuga."	^^^	^^^	^^^	^^^	1629	1635	c est of Old Providence	^^^	Earl of Warwick’s privateers or Old Prov puritans settle Hon as haven or farm	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d106	^^^	B-Thomas	p 138	The purpose of this article is to disentangle the facts from everything else in the stories about the origins of Belize. The article starts with two common myths that Belize was first settled either by a buccaneer called Peter Wallace or by shipwrecked sailors or – in some versions – both at the same time. These two myths can now be shown to be false despite the fact that they have been repeated ad nauseam in the secondary literature.	^^^	Hon or Old R	buccaneer or shipwrecked sailors first settle	2n	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d107	^^^	Hon Hnd	for 1888-89 p 23	"The settlement was originally called ""Belize,"" the name now applied to the capital only, and it is by some supposed that it was originally settled by buccaneers, who were attracted to the coast by the shelter and safety afforded to them by the extreme difficulty of navigation among the surrounding cays, and who, after the ratification of the Treaty of Madrid, which provided for the prevention of privateering in the Bay of Honduras, were induced to remain in the hope of gaining wealth in a more legitimate manner by cutting the woods of the country."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d108	^^^	Winzerling	p 64	"The settling of British Honduras had its origin with English adventurers from Providence-Mosquitia and Kitts-Nevis. Jamaica had nothing to do with it. After the conquest of this island by Penn and Venables it began to play the role of step- father to the colony and to act as though the Puritan activities had not taken place or had not prepared the way for them, because the new rulers of Jamaica disliked the Puritans."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d109	^^^	B-Thomas	p 138	"The third part of the article is concerned with the first British settlers BEFORE the establishment of logwood extraction as the main economic activity. This is the most problematic part of the article, as we will never know with certainty who the first settlers were."	^^^	^^^	British settlers first settle	2p	^^^	^^^	before logwood extraction established as main economic activity	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d110	^^^	Hon Alm	for 1829 p 5	"The town of Belize, situated at the mouth of the river of the same name, was so called after its first discoverer, Wallice, a noted Bucanier who made this, the place of his retreat."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d111	^^^	Winzerling	pp 46-47	"The year 1638 is the one given in historical works for the beginning of the English activities at the mouth of the Belize River, where a party of ""shipwrecked"" sailors then began to occupy themselves with logwood-cutting. Directly opposite [start p 47] Belize is the Swallow Caye, where Captain Samuel Axe with his ship the ""Swallow"" came to load logwood, which the Providence people called ""braziletta."" They knew the difference between Brazil and Campeche wood, but the English market only settled on names a generation later. In 1633 twenty tons of braziletta and 40 tons of tobacco were on their ship ""William and Anne"" when wrecked. The word Providence, as a geographic designation, had a very elastic meaning. The company in England did not always understand their position, and were displeased when Captain Axe told them that Providence was no good and Captain Rudyerd reported that it was not worth keeping and the Spaniards valued it not. Though British activity at the mouth of the Belize River began in the same year the Earl of Warwick's Puritans established the Stand, no settlement was made there until Captain Willis came in 1640. Captain Axe preferred to stay on board the ""Swallow"" at the caye opposite the river, because the logwood trees were not far and he lived intermittently at his plantation at Tobacco Caye near the Stand. The documents from the Stands never reached Warwick and Brook Houses, but were lost on the way like many others from sister areas."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d112	^^^	McCulloch aa	p 564	"This coast [Hon] was discovered by Columbus, in 1502; the date of its first settlement by Europeans is uncertain. It was transferred from Spain to England by treaty, in 1670, but its occupation was contested at different times by the Spaniards, down to 1798, since which it has remained quietly in our possession."	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d113	^^^	McCulloch	p 1015	"This coast [Hon] was discovered by Columbus, in 1502; the date of its first settlement by Europeans is uncertain. It was transferred from Spain to England by treaty, in 1670, but its occupation was contested at different times by the Spaniards, down to 1798, since which it has remained quietly in our possession. (Henderson's Account of Honduras; Parl. Papers, &c.)"	^^^	^^^	^^^	^^^	1630	1670	prior to Treaty	^^^	the British settle Hon	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d114	^^^	Finamore	p v	"This research focuses upon the first 100 years of occupation of the British Bay Settlement (Belize), a period characterized by large-scale transformation from an egalitarian maritime society to a mainstream British colonial society. Toward the end of the seventeenth century, small groups of maritime laborers seeking alternatives to their arduous occupations began settling in Spanish territory along the southeastern coast of the Yucatan Peninsula and cutting logwood for the European dyeing industries."	"A program of documentary research and archaeological survey undertaken in the New and Belize River valleys located and investigated an array of wood-cutter camps of the eighteenth and early nineteenth centuries. Seventeen historical-period sites were located and investigated through surface collection in the New River valley, many of which related to slave-based mahogany extraction. Excavations were undertaken at two Belize River valley locales: THE BARCADARES was an early eighteenth-century community of independent logwood-cutting mariners, and is the earliest identified British settlement in Belize; CONVENTION TOWN was a community of slave-owning wood cutters who evacuated the Mosquito Shore in 1787. /v Finamore p vi /// Survey and excavation maps in Finamore pp 111, 137, 146, 156 / Barcadares artefact catalogue in Finamore appendix 2 / Earliest Barcadares artefacts dated 1640-1800 median 1720 n=49 and 1550-1780 median 1665 n=1 /v Finamore appendix 2 / Artifact identification criteria and dates of manufacture came from a number of sources, but the most commonly utilized include Noel Hume [Noël Hume, Guide to artifacts of colonial America, New York: Vintage Books, 1991] for a range of eighteenth-century artifact categories, and Beaudry and Mrozowski [Beaudry and Mrozowski eds, Interdisciplinary investigations of the Boott Mills Lowell Mass., vol 3 subtitled The boardinghouse system as a way of life, series Cultural resources management 21, Boston: Natl Park Service N Atlantic Reg Office, 1989; cf appendix E] for more refined dates of the nineteenth-century ceramics. Other sources for special artifact categories include Dumbrell [Dumbrell, Understanding antique wine bottles, Suffolk: Antique Collector's Club, 1983], Jones and Sullivan [Jones and Sullivan, The Parks Canada glass glossary, series Studies in archaeology architecture and history, Hull Quebec: Parks Canada, 1985], and O. Jones [Jones, Cylindrical English wine and beer bottles 1735-1850, series Studies in archaeology architecture and history, Ottowa: Environment Canada Parks, 1986] for glass, as well as numerous other publications that are cited elsewhere in this chapter [cap 5]. /v Finamore p 166"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d115	^^^	Hon Alm	for 1839 p 4	"Tired with the arts of war, the settlers [of Hon] at last adopted those of peace. They commenced cutting logwood, then an article of great value in Europe, and with which the Country on the banks of the Belize River abounded. In 1665, they received a re-inforcement of strength by another piratical Chief, named L'Ollonois, joining the settlement with all his followers; from this period up to the end of the century, the various establishments upon the coast and the banks of the rivers augmented rapidly. Settlements were formed at Catoche, and in the island of Triste in the Bay of Campeachy; but the logwood failing in the former of these places, and the settlers being driven from the latter by a superior Spanish force, they again rendezvoused at Belize, as a station affording them greater facilities of protecting themselves form the superior power of their enemies. "	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d116	^^^	Ancona	vol 2 pp 375-376	"Todas las probabilidades indican, al contrario [ie contra Brockhaus], que la fundacion de Belice tuvo lugar en el último tercio del siglo XVII [ie not in start of 18th cent]. Al ménos, puede comprobarse suficientemente que desde esta época, existia ya un nido de piratas ó cortadores de palo en el sitio donde hoy se levanta la colonia británica. Tenemos para apoyar esta asercion, no solamente lo que llevamos expuesto, sino además un dato, que nos parece digno de crédito, y que hasta aquí no ha sido invocado, que sepamos, por los escritores que se han ocupado de diludicar el orígen de Belice. D. Juan de Villagutierre y Sotomayor, que escribió su historia de la conquista del Peten en el año de 1699, hablando de las regiones que median entre Yucatan y Guatemala, dice que era muy peligroso viajar por mar de una á otra provincia, á causa de los bajos y arrecifes que existen en aquella costa, y de los PIRATAS y otros enemigos de España, que se albergaban en sus caletas y ensenadas (8) [V Sotomayor lib I cap IV ie ""Este escollo de tierras bárbaras y de incultas gentes que mediaba entre los dos reinos (Yucatan y Guatemala)........ causaba el insuperable embarazo de no poderse comunicar, ni tratar las cosas de su humano comercio....... sino por el gran rodeo y descomodidades de mas de trescientas leguas por mar, y de una costa, como ella es, llena de bajos, arrecifes, isloncillos y otros tropiezos, pasos contados de la continua zozobra de las naves, quanto sus caletas y ensenadas, seguro azechadero y refugio á los insultos, robos y crueldades de los piratas y enemigos de la corona de España.”].  Debe tenerse presente que [start p 376] Villagutierre era relator del Consejo de Indias, cuando escribió su libro, y que no habria aventurado la espepcie de que hablamos, sin haberla visto consignada en alguno de los documentos que existian en aquel alto tribunal. Probablemente la noticia partiria del mismo gobierno de Yucatan, quien no conociendo todavía con exactitud la situacion topográfica de Belice, se limitó á participar al Consejo que en la costa de Yucatan ó de Honduras existia un asilo de piratas, resguardado por los bajos y arrecifes que la naturaleza ha colocado en aquella region. Como la descripcion conviene perfectamente al asiento que hoy ocupa la colonia británica, parece fuera de toda duda que desde entónces se comenzó á formar, y que sus fundadores fueron los piratas que asolaban las costas de Yucatan y de la Nueva España."	^^^	Hon or Old R	existir o albergarse o asilarse un nido de piratas ó cortadores de palo	1p	^^^	1699	en el último tercio del siglo XVII / antes de escribir Juan de Villagutierre y Sotomayor su historia de conquista del Peten	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d117	^^^	Ancona	vol 2 p 374	"Todavía hay otra asercion del Sr. Sierra, relativa á la época en que fué fundado Belice, que merece algun exámen. Coloca el hecho en el segundo tercio del siglo XVII; y aunque esto parece ser la mas probable, no esta suficientemente comprobado en la historia."	"Quote attributed to Justo Sierra / y aunque esto parece ser la mas probable [Hon settlement in second third of 16th cent vs mid-16th cent], no esta suficientemente comprobado en la historia /v Ancona 2 p 374"	Hon or Old R	fundar Belice	0	1633	1668	en el segundo tercio del siglo XVII	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d118	^^^	Asturias	p 9	"Todos nuestros historiadores incurren en un grave error al indicar que la fundación de Belice se verificó por el año de 1717, es decir, casi cien años despues de la muerte de Wallace y casi todos hacen la narración en los términos siguientes: Enemistado Cromwell con España envió una escuadra al mando del Almirante Penn para ocupar Santo Domingo; rechazado se dirigió a Jamaica que ocupó en Mayo de 1655 despues de la muerte de su Gobernador. El Duque de Alburquerque, visrey de México, envió tropas y la escuadra de barlovento en auxilio de Jamaica, pero derrotados, no sirvieron mas que para consolidar la soberanía inglesa en Jamaica, que, convertida en colonia inglesa, fué el foco de piraterías que causaron inmenso daño al comercio peninsular, dominando todo el mar Caribe. A poco, se establecieron los ingleses en el cabo Catoche, que les ofrecía un magnífico fondeadero frente a la isla Contoy, donde se dedicaron al corte del palo campeche. De allí avanzaron en ambas direcciones, avances que toleró España por los tratados de 1667 y 1670. Siguiendo en sus avances llegaron a la isla de TRIS, de la cual se apoderaron en 1696. Don Baltazar de Zuñiga, marques de Valero, envió, en 1717, una expedición al mando de Alonso Felipe de Andrade para desalojar a los ingleses de Campeche y Yucatan, y aunque logró su objeto y recuperó la Isla de Tris, los ingleses se trasladaron al sur, y llegando a las márgenes del rio VIEJO, establecieron una ranchería que comenzó a llamarse de ""Wallis o Belice"". Se ve que esto es completamente falso, puesto que ya dijimos que Wallace murió en 1621, y despues de haber fundado la rancheria de BELICE."	^^^	Catoche / Tris / Old R	ingleses desalojados de Tris trasladanse al sur y llegando a rio Viejo establecen una ranchería	2n	1717	^^^	despues de invasion de Jamaica / despues de establecerse en Catoche / despues de establecerse en Tris / despues de expedicion contra ingleses en Tris por Alonso Felipe de Andrade	establecer ranchería	the English settle Hon	^^^	^^^	###	
d119	^^^	Asturias aa	p 12	"Todos nuestros historiadores indican que la fundación de Belice se verificó por el año de 1717, es decir, casi cien años después de la muerte de Wallace y casi todos hacen la narración en los términos siguientes : Enemistado Cronwell con España envió una escuadra al mando del Almirante Penn para ocupar Santo Domingo; rechazado se dirigió a Jamaica que ocupó en mayo de 1655 después de la muerte de su Gobernador. El Duque de Alburquerque, virrey de México, envió tropas y la escuadra de barlovento en auxilio de Jamaica, pero derrotados, no sirvieron más que para consolidar la soberanía inglesa en Jamaica, que, convertida en colonia inglesa, fué el foco de piraterías que causaron inmenso daño, al comercio peninsular, dominando todo el mar Caribe. A poco, se establecieron los ingleses en el cabo Catoche, que les ofrecía un magnífico fondeadero frente a la isla Contoy, donde se dedicaron al corte del palo campeche. De allí avanzaron en ambas direcciones, avances que toleró España por los tratados de 1667 y 1670. Siguiendo en sus avances llegaron a la isla de Tris, de la cual se apoderaron en 1696. Don Baltazar de Zúñiga, Marqués de Valero, envió, en 1717, una expedición al mando de Alonso Felipe de Andrade para desalojar a los ingleses de Campeche y Yucatán, y aunque logró su objeto y recuperó la isla de Tris, los ingleses se trasladaron al Sur, y llegando a las márgenes del río Viejo, establecieron una ranchería que comenzó a llamarse de ""Wallis o Belice"". "	^^^	Catoche / Tris / Old R	ingleses desalojados de Tris trasladanse al sur y llegando a rio Viejo establecen una ranchería	2n	1717	^^^	despues de invasion de Jamaica / despues de establecerse en Catoche / despues de establecerse en Tris / despues de expedicion contra ingleses en Tris por Alonso Felipe de Andrade	establecer ranchería	the English settle Hon	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d120	^^^	N Ortega	p 7	"Ungewitter, autor de un diccionario geográfico que goza de merecido aprecio, dice casi lo mismo que Wappäus; y Egli, en su excelente libre sobre nombres geográficos, trascribe sus palabras; pero miéntras que Ungewitter da la fecha 1640 como año de la fundacion, Egli calcula que dicho suceso aconteció hácia 1610, lo que constituye una diferencia de treinta años.[""Die Anfange der btitischen Niederlassungen reichen bis 1640 zurück, wo wahrscheinlich westindische Flibustier durch Schiffbruch an diese Küste getrieben wurden. Von einem derseiben, dem Schotten Wallace (Wallis, Willis) soll sich der Name Valize, Baliz (wie die Spanier schrieben) herleiten, den die Englänger in Belize umwandelten""—Ungewitter's neueste erdbeschreibung und staatenkunde, V auflage, Dresden, 1872, vol II, p 693; ""Balize die jetzige haupstadt von Britisch-Honduras, benannt nach dem Schotten Wallace (Wallis) einem der abenteurer, welche (um 1610) auf eigne faust in dem (damals span.) lande sich festzusetzen versuchten. Die Spanier schrieben den namen Valice oder Balize""—Egli, Nomina geographica, Leipzig, 1872, p ^^^]"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d121	^^^	Peniche	pp 218-219	"Uno de esos lugares escogidos como centro de donde partian las expediciones, fué la costa de Yucatan sobre la bahía de Honduras, al S. .E. de la península; y he aquí el orígen del establecimiento de que nos ocupamos, que ha sido tan pernicioso á la poblacion española de aquella parte de la nacion, y cuya fundacion nos explica Sierra en estos términos: ""Dícese que un bucanero escoces, atrevido y emprendedor; llamado Petter Wallace, movido de la fama de las riquezas que se ganaban en aquellas expediciones infames y asociado de los mas resueltos de sus camaradas, determinó buscar un sitio á propósito en que colocar perpetuamente su guarida, á fin de salir á sus piraterías en la mejor ocasion y volver á salvo con toda seguridad. Como esto ocuria á mediados del siglo XVII, la costa de Yucatan, bañada del Golfo de Honduras, se hallaba totalmente deshabitada de españoles, pues el único establecimiento que allí habia, el de Bacalar, habia s ido aniquilado por la irrupcion del filibustero Abraham [Fué destruida por los piratas con frecuentes irrupciones de las que son las mas notables la de Diego el Mulato en Noviembre de 1642 y las de Abraham en 1648 y Mayo de 1652.—Vease historia de Yucatan por Cogolludo] [start p 219] y por la sublevacion de los indios de aquel distrito. Wallace hizo un perfecto reconocimiento de aquellos bajos y arrecifes, y despues de un exámen diligente halló en nuestras costas un rio enteramente á cubierto por una serie de cayos y bajos; y desembarcó allí con unos ochenta piratas, que desde el momento mismo construyeron unas cuantas chozas circunvaladas de una especie de empalizada ó ruda fortaleza. Dieron aquellos aventureros el nombre de Wallace al rio en cuyas márgenes se establecieron; nombre que despues degeneró en Wallix y por último en Belice que es como lo nombran los geógrafos modernos, y así se denomina en las actas oficiales del gobierno inglés."""	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d122	^^^	Hon Alm	for 1827 p 5	Wallice [was a] Lieutenant among the Bucaniers who fromerly infested these seas......he first discovered the mouth of the River Belize [in 1638].	Quote via B-Thomas p 139	^^^	^^^	^^^	1638	1638	^^^	^^^	Wallace settles Hon after wreck	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d123	^^^	N Ortega	p 7	"Wappäus, erudito profesor de geografía en la Universidad de Göttingen, que con grande acopio de noticias escribió en 1861 una descripcion de la América Central, repite el nombre y las circunstancias personales de Wallace; pero añade que su nombre tambien se escribe Wallis y Willis. Fija el año 1638 como fecha de la fundacion del Establecimiento.[""Den Namen Belize oder Balize soll dieser Niederlassung erhalten haben von einem berüchtigten schottischen Flibustier Wallace, dessen Name auch Wallis und Willis geschrieben und von den Spaniern Valice oder Balice ausgesprochen wird, des sich hier um d. J. 1638 niedergelassen hatte, und für diese Ableitung spricht es auch , dass in den Britischen Verträgen mit Spanien wegen dieser Ansiedelung der Belize Flonoch i. J. 1786 Wallia Fl. genannt wird""—Wappäus, Handbuch der geographie und statistik, Leipzig, 1861, Mittel und Südamerika p 295]"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d124	^^^	B-Thomas	pp 151-152	"We can be fairly certain that there was no permanent British presence in Belize before 1642 and the reasons for this are straightforward. The Bay of Honduras, including the Belize cayes, was guarded by two Spanish forts. The first was at Salamanca de Bacalar and had been constructed by the Pachecos in 1543/4 at the start of their brutal entrada into Belize. The second was at Trujillo on the northern coast of Honduras. [new para] The fortress at Salamanca de Bacalar was the most important from the point of view of deterring British settlers. In order to access the fort by boat, the Spanish had to pass through what are today Belizean waters by way of the channels that lead from the ocean through the barrier reef and the cayes. This gave the Spanish a good familiarity with the islands inside the reef and also explains why so many of them were given Spanish names early on. [new para] While the fortress was in full operation, it would have been impossible for the British to gain a permanent foothold. However, Salamanca de Bacalar was sacked by Diego ‘el Mulato’ in 1642. This man, who was an ally of the British and had visited Providence Island in 1631 (see below), was a renegade Spaniard from Cuba, whose nickname was ‘Lucifer’. His attack, in addition to the usual [start p 152] motive of plunder, may therefore have been a deliberate attempt to deprive the Spanish of a base from which the cayes could be monitored. [new para] The fortress at Bacalar was not totally destroyed and the Spanish did their best to rebuild it. However, it was then sacked in 1648 and again in 1652 by Abraham (Albertus) Blauvelt, a Dutch sea captain whose brother William had already given his name to Bluefields in Nicaragua. From then onwards until 1729, the fortress at Salamanca de Bacalar was abandoned by the Spanish. Meanwhile, Captain William Jackson, of whom more later, had sacked Trujillo with exceptional ferocity in 1642 and rendered its fortifications unuseable for a number of years, so that the Spanish could no longer defend the Bay of Honduras from the south either. [new para] The necessary conditions for the permanent occupation of the Belizean cayes by the British were therefore in place by the end of 1642. Furthermore, by this time the Spanish had been forced to accept that their efforts to convert the Maya at Tipu and other settlements in Belize had been a complete failure. Father Fuensalida, who had visited Tipu some twenty years before, was lucky to escape with his life during his entrada of 1641 and the northern part of Belize was effectively abandoned by the Spanish until the final conquest of the Itzas in 1697. Thus, the Spanish had temporarily lost the ability to patrol the cayes and at the same time had given up on attempts to ‘reduce’ the Maya on the Belizean mainland. [new para] If the necessary conditions for a permanent British presence had been met by the end of 1642, this did not automatically mean that the British actually took advantage of the new situation."	^^^	Hon cayes	permanent British presence	1p	1642	^^^	after Diego el Mulato sack of Bacalar in 1642 / after William Jackson sack of Trujillo in 1642	presence	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d125	^^^	B-Thomas	p 142	We now learn that ‘Willis’ set sail (from where is not stated) in 1639 for Tortuga with a group of adventurers ‘drawn mostly from those expelled from Nevis’ and became master of the island. He was then driven off by the French in August 1640 and set sail for the mouth of the river Belize where he founded a settlement ‘approximately in September 1640’.	"Quote from Winzerling cap 4 pp ^^^ / Deemed a 'Wallace'-related 'foundation myth' which 'can now be shown to be false' ie 'can be laid to rest' ie ‘[is] without foundation’ /v B-Thomas pp 138, 144-145"	Old R	found a settlement	2n	1640	1640	after adventurers driven off Tortuga by Fr in Aug 1640 / approx in Sept 1640	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d126	^^^	Ancona	vol 2 p 374	"Webster, cuyoo diccionario goza de una reputacion universal, y que en la palabra BALIZE del suplemento se expresa de esta manera: ""corrupcion de Waliz, nombre dado por los españoles al lugar, por haber sido descubierto y ocupado por un pirata inglés, llamado Wallace"" (6) [Webster Dictionary, revised by Goodrick and Porter, Springfield, Mass., 1875]."	"Quote from Webster Dictionary, revised by Goodrick and Porter, Springfield, Mass., 1875, supplement, item Balize p ^^^"	Old R	un pirata inglés descubre y ocupa	1p	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d127	^^^	B-Thomas	p 145	"What is certain, however, is that shipwrecked British sailors cannot have founded Belize in 1638. First, the Spanish fort at Salamanca de Bacalar was fully operational at this time and the Spanish would not have tolerated a foreign presence in such close proximity. They did not tolerate it in Providence Island in 1641 and Roatán in 1642, so they would certainly not have ignored ’80 sailors’ at the mouth of the Belize River in 1638. Secondly, this was the period when the Providence Island Company was flourishing with monopoly rights over privateering along the whole Central American coast. Any shipwrecked British sailors would have therefore made their way back to Providence Island or to the small British settlement at Cabo Gracias a Díos. Finally, the Providence Island Company records are silent on both such a shipwreck and also on a British presence anywhere in Belize, whereas they provide considerable details on the attempts to colonise the Mosquito coast and the Bay Islands. [new para] The two myths about the origins of Belize are therefore without foundation. They do, however, have a common source (the Honduras Almanack) which was written at a time when the Baymen craved respectably and hoped to become a British colony. It is understandable that the settlement’s elite should create a narrative that put them on a par with other British colonies in the Caribbean. This is no excuse, however, for modern historians who have a duty to put the record straight. There was no Peter Wallace and no shipwrecked sailors established a settlement at the mouth of the Belize River in 1638. "	^^^	Old R	shipwrecked British sailors found or establish a settlement	2p	1638	1638	in 1638	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d128	^^^	Winzerling	p 56	"Willis now sailed west, to the opposite mainland. It was not easy to make men of his kind declare themselves vanquished. He more than singed Yucatan's beard with his eighty followers. The first land struck was Turneffe, made up of innumerable mangrove islands and lagoons with good passages for boats. Proceeding to the mainland, he stopped at a caye with sandy soil and magnificent sapodilla trees which they called ""casinas,"" trees with which they were already familiar in Tortuga and Providence. Some of these men were here before as logwood cutters. Here Willis would start anew, and take all the necessary precautions against being dislodged in the former fashion, for his outlook was that of a feudal chief."	"He [La Vasseur] entered the harbour [of Tortuga] toward the end of August 1640 and landed all his men without resistance. He advanced in battle formation and sent to summon Willis to get out of the island with all his English, in default of which he could count that quarter would be given to none. /v Winzerling p 54 / Father J. B. Labat, in his ""Voyages aux Antilles, 1693-1705,"" also gives us the story of Willis's expulsion from Tortuga in the last days of August 1640. /v Winzerling p 55"	^^^	^^^	^^^	^^^	^^^	^^^	^^^	^^^	AN - Draft:English settling of Belize	https://en.wikipedia.org/wiki/Draft:English_settling_of_Belize	###	
d129	^^^	Asturias aa	p 13	"You say : ""The commonly accepted origin of British Honduras is that Belize was first settled by some shipwrecked Englishmen in 1638, and that Wallace, or Wallis, a buccaneer, established himself there about that date"". If there was a Wallace, this was the Scotchman Peter Wallace. who died in England in 1621, and it is impossible that he could establish himmself in 1638, 17 years after he died."	^^^	Old R	shipwrecked Englishmen settle or establish themselves	2n	^^^	^^^	in or about 1638	^^^	Englishmen settle Hon after wreck	^^^	^^^	###	
