E 1—320 / Events.
ID	NO	TYPE	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	ALLY	ALLY	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
E 		xxx		1 May 1636	30 June 1636	Diego el Mulato and Gen Letier Cruise	"Buccaneers or privateers Diego el Mulato and Gen Letier cruise off Yucatan, to surprise Sp craft with logwood, during which they raid and burn Cozumel"	"Cuba, Cozumel, Sisal, Campeche"	Gov of Yuc Marqués de Santo Floro / Gen Andres Perez Franco / Sp vecino Luis Fernando de Cordova	Diego el Mulato / 1 Urca 35 men / Gen xxx Letier 2 Naos 2 Pataches 200 men									"MEXICO,360,R.5,N.17"		"Los dhos dos baxeles que eran de olandeses fueron por la marina hazia canpeche y mas adelante hacia la nueba españa a una marina q llaman el baradero adonde cargaron cosa de seyscientos quintales de palo ... /MEXICO,360,R.5,N.17

en ella [Cozumel] avian dado fondo ocho o nuebe baxeles de franceses y quemado las casas de los yndios que son de paja y saqueado todo quanto pudierion de cosas de comer porque otras no las tienen y asta loss hornamentos de la yglesia se llevaron mas no la quemaron aunq maltrataron el rretablo y echo lo dho se avian ydo y como benian por la costa y unas beces se dividian y enmaravan algunos de diferentes partes me benian avisos cada ora de baxeles que se beyan y no pudiendo tener certeça si era de los mismos o otros prevenia con cuydado lo que se podia stando a punto con dos conpanias para yr a la parta adonde el enemigo saltase en tierra. ... /MEXICO,360,R.5,N.17

En La Billa y puerto de san francisco de campeche de la provincia y governacion de yucatan en veinte y cinco dias del mes de Junio de mil y sseiscientos y treinta y sseis años El seños general Don andres perez franco ... dixo que oy d.ho dia an entrado en el dos nabios que largo y dexo el enemigo olandez que esta a la vista de este d.ho puerto abiendo hecha pressa de ellos en la costa de esta provincia y que en el uno de los d.hos nabios a benido un mozo que dicen ser yrlandez que biniendo con los d.hos enemigos sse passo y bino en los d.hos nabios y para ssaber el digssinio del d.ho enemigo sus naos y fuerça y lo que mal conbenga para dar quenta al señor marquez de santo ffloro governador y capp.an general de estas provinz.as mando Recebir las declaraciones del d.ho yrlandez y de los dueños de los d.hos nabios ... en el d.ho dia veinte y cinco de junio del d.ho año el señor general don andres perez franco hiço pareçer Ante ssi a un mozo que mediante salbador perdomo Español que habla la lengua ynglessa ... fuele [al declarante] Preguntado como sse llama que hedad y officio tiene de donde es natural cuando y con quien passo a estas partes de las yndias = y con que sse a entretenido en ellas Dixo = que sse llama miguel talconi y es de hedad de diez y nuebe años poco mas o menos y que es labrador y de nacion yrlandez de un lugar de yrlanda llamada = yal = y que abra tres años que passo a estas partes de las yndias en serbicio del capitan guillermo xalez yngles en una nao del susso d.ho que ssalio de la d.ha ysla de yrlanda de un puerto que llaman =del Rey= que bino derecho a la ysla de San xystoval con ochenta hombres unos para quedarsse alli al trato de la tierra que es sembrar tavaco y algodon y otros a Resgatar estos generos atueque de agua ardiente, vino, biscoyo, zerbeça, carne de que bino cargada La d.ha nao y abiendo estado alli el d.ho capitan mes y medio cargado su nabio de tabaco y algodon que contrato con los ynglesses que en la d.ha ysla de san xystobal estando beados se bolbio a su tierra y este que ver lares [?] se quedo en la d.ha ysla con un capitan yngles llamado xari niber a serbirle en sembrar tabaco y algodon y abiendo estado alli tres años oar [?] pado en esto abra dos messes poco mas o menos que llego a la d.ha ysla de san xystoval una urca olandessa de que es dueño y capitan un mulato llamado Diego con treynta y cinco hombres olandeçes y la urca sera de quatrocientas toneladas que fue a la d.ha yssla a hacer aguada y abiendo este que declara ydo abordo de la d.ha urca a trocar tabaco por agua ardiente abiendo vendido bien se quedo en la d.ha urca Dormido y sarparon sus velas y sse traxeron a este declarante y see binieron haciendo viaje hasta el cabo de smanton donde tanbien dio ffondo el d.ho capitan diego con la dha urca y estando alli surto llegaron dos naos y dos patachez de françesses de que es general musiur Letier y abiendo passado el dho capitan Diego a las d.has naos de los ffrançessez en tendio este declarante por lo que oyo a la gente marineros y soldados que consertaron los ffrançeçez con el d.ho capitan diego de andar xuntos en consserba cinco messes por la trabiessa y costas de cuba y esta provincia y que seria todo lo qual dijo capitan diego quissiesse y de alli passaron a la costa de cuba y coxieron un barco que traya vino y huyo la gente y los ffrançezes le quitaron al barco todas las obras muertas para leña y de alli passaron a la ysla de cozumel Donde estubieron tres dias y ssaqueraron El pueblo coxiendo gallinas y platanos y se binieron por la costa de esta provincia y hicieron pressa los francezes de una ffragata que abia salido de esta puerto de campeche cargado de palo de tinta y gallinas y luego vinieron siguiendo la costa y sobre la desconoçida El d.ho capitan diego con su urca hiço pressa de otro nabio que tanbien abia ssalido de este puerto cargado de palo de tinta y atrabessaron para ssotavento de esta puerto y los ffrançezes Hicieron Pressa de una ffragata que ssalio del para el de la bera cruz cargada de ssal y prendieron la gente en la capitana del ffrançes y largaron las dos pressas que abian coxido primero cargados de palo y biendo este declarane que largaban estas pressas le dixo al d.ho capitan diego que si no le pagaba que el era catolico y se quiera benir a tierra y el subsso d.ho dixo =que no le abia de pagar ninguna cossa y que se viniesse y biendo que ya se queria venir a bista de toda la gente española de las dos pressas loz iço estropear y amarrar al arbol mayor y a costa y de esta manera se bino con los Robados de las d.has presas y llego a esta puerto ---- fuele preguntado que naos trae el d.ho enemigo de que porte que xente y artilleria y que es su diccignio dixo = que sson por todas cinco belas la urca olandeza del d.ho capitan diego sera de quatroçientas toneladas con treinta y cinco hombres olandeçez = diez y ocho pieças de artilleria de fiero diez y acho moxquetes cinco pistolas y doze picae = dos naos françezes dos pataques que la capitana sera de ciento y cinquenta toneladas con veinte y quatro pieças las veinte y dos de ffierro y las dos de bronce = y la almiranta ssera de setenta toneladas con quinze piecas de fierro = y los dos pataques de bela de gabia ambos y en cada uno dos picas y en todas quatro belas docientos hombres de mar y guerra y el dissignio del d.ho enemigo es a lo que pudo entender de andarsse por esta costa a coxer los nabios que entraren y ssaliren en este puerto desseando coxer palo de tinta hasta cargar sus naos e yrsse a su tierra ---- /MEXICO,360,R.5,N.17"	
E 30	30	O		1 May 1636	30 May 1636	Prov Co grants Capt. Newman commission	Prov Co grants Capt. Newman commission	London		John Pym / Capt. Thomas Newman / 3 Ships									xxx	Newton 234	"Ships = Hunter [Capt. Newman’s], Happy Return, Providence [hired by Prov Co] /Newton 234

Sailed in Aug 1636 /Newton 234"	
E 		xxx		17 May 1636	30 May 1636	Yuc forbids laying logwood on beaches	"Gov of Yucatan forbids laying logwood on beaches, and orders that logs be brought down to beaches only to load"	Merida	Gov of Yuc Marqués de Santo Floro 										"MEXICO,360,R.5,N.17"		"aviendo yo [Gov of Yuc] tomado posesion a los 17 del dho mes de mayo [1636] y entendido todo esto [Bu assault of Sp merchant, and taking of logwood] hordene que por todas las marinas desta jurisdizion se rretirarce el palo a lo media legua a la montana sin que se vajase a la marina nunca hasta que estubiese el baxel que lo tubiese de carga y llevar en el = ... /MEXICO,360,R.5,N.17


= esta provincia esta tan sin defensa de nada y la costa tan larga que es ynposible que los enemigos sienpre que queren no echen y entren tierra. y en toda ella sola la dha vi.a [de Campeche] ay que sea algo Porque lo demas en los que llaman puertos solo se forman de quatro o seys casillas de paja para recibir los alcaldes y meter la rropa de las fragatas que llegan que con una lancha sola con beynte honbres lo pueden quemar sin Riesgo ninguno. Porque gente p.a tenerlo prevenido aun quando fueran muchos menos los dhos puertos lo la ay = /MEXICO,360,R.5,N.17"	
E 31	31	O		1 June 1636	30 June 1636	Prov Co divested of Tortuga	"Prov Co transfers rights to Tortuga to Brooke, Pym, Saye and Woodcock, who thereafter name Capt. William Rudyerd Gov of Tortuga, though English settlers thereafter abandon Tortuga"	Warwick		"William Fiennes, Lord Saye and Sele / Robert Greville, Lord Brooke / John Pym / William Woodcock / Capt. William Rudyerd / Capt. Henry Hunks"									xxx	Newton 215-216	"Intelligence was received at about the same time [20 Jan 1637] that the English inhabitants of Association had abandoned their plantations and had removed to the main island of Hispaniola. The Association design was therefore abandoned /Newton 216

Capt. Rudyerd w ship Mary Hope given privateering commission and despatched to WI Dec 1636 /Newton 235

A few Frenchmen must have remained on the island, however, for Charlevoix informs us that in 1638 the general of the galleons swooped down upon the colony, put to the sword all who failed to escape to the hills and woods, and again destroyed all the habitations. /Haring 62, citing /Charlevoix livre 7 p9-10 /Bibl. Nat. Nouv. Acq., 9334, p48 ff"	
E 32	32	O		1 January 1637	31 December 1637	Tipu embassy to Sp	Tipu petitions Sp Gov Marqués de Santo Floro against their resident beneficiado and vicario and Bacalar vecinos	"Negroman, Merida"											"MEXICO,360,R.5,N.24"			
E 		O		1 January 1637	30 December 1637	Lamanai reduced	"Sp reduce Lamanai, which likely had previously rebelled or been abandoned"	"New R Lagoon, Bacalar"											"CONTADURIA,915A"	Jones 1 p204		
E 33	33		Hos 13	1 September 1637	30 September 1637		"Eng privateers, Capt. Thomas Newman, on Providence, chased off Utila"	"Utila, Guanaja"	Gov of Sp Hon Pedro Carrillo de Sayas / Alcalde ordinario of Tru Juan Francisco Perez	Capt. Thomas Newman with 1 Ship 2 Craft			12 Eng bucc or priv held		2 Sp craft				"GUATEMALA,16,R.2,N.13 f 12v-13v, 21r-40v"	"Cardona Amaya p112, p31-xxx
Newman 263"	"Were anchored in western coast of Utila; one ship was Sp prize of Juan Rodriguez de Olmeda; had been on voyage from Prov or Lon since Sep 36; inform at least three pirate or priv crews interested in attacking Sp Hon = Pie de Palo, Diego el Mulato, Thomas Newman /via Cardona Amaya p45

Sp prizes = Nuestra Señora del Carmen, San Francisco Solano
Privateers under licence from King Charles I, as revenge for massacre by Sp of Eng at Tortuga
Prisoners inc = Guillermo Drode, Richard Prisinstein, Juan Pincar [possibly John Prinkard]
6 Dec 1638 -- Capt. Newman sells hides and tallow in Boston, still under commission of Prov Co /Winthrop 1 183"	
E 35	35	O		1 January 1638	8 July 1638	Bu build sm craft for raid on Campeche	"Yuc receives intelligence of a planned buccaneer assault on Campeche, for which the same were building low draught craft, and so fortifies the city, after or during which buccaneers abandon their plans"	"Merida, Campeche"	Gov of Yuc Marqués de Santo Floro / Capt Francisco Sandoval / 50 men										"MEXICO,360,R.5,N.21"		"Con los galeones del cargo del Marq.s de Cardinosa a hora un año [= Jul 1637] embie a V Mg.d una declaracion que havia echo un Capp.n y otros a quien el enemigo havia Rovado y tenidos pressos, de como por entender su lengua sin que ellos lo supiesen supo como para principios deste año [1638] estavan algunos de sus compañeros con resolucion de venir al Puerto y Villa de Campeche muy temprano para por lo menos saquearla y que por haver poco fondo en aquellas marinas estavan fabricando lanchas chatas, para desembarcar la gente con facilidad, despues, del Gov.dor de Xamaica tuve haviso como le havia el tenido de que al dicho Camp.e Vendrian enemigos, ... /MEXICO,360,R.5,N.21 f 1r"	
E 36	36	Irr		1 January 1638	10 July 1638	xxx	Buccaneers camp in and raid Maya towns from Cozumel 2—6 April and early June	Cozumel											"MEXICO,360,R.5,N.22"			
E 37	37	O		1 January 1638	10 July 1638	Tipu revolt and conspiracy	"Tipu refuses Sp authority, and other Maya hamlets follow suit, on threats or coercion by Tipuj, leading to Sp loss of control over Ma in Bacalar province"	"Tipuj, Bacalar, Merida, Chinam, Zacatan, Manan, Holpatin, Xibun, Soite, Yumpeten, Manan, Pacha"	Gov of Yuc Marqués de Santo Floro / Secular priest of Bacalar Gregorio Marín de Aguilar / Alcalde of Bacalar Capt Luis Sánchez de Aguilar / Francisco Sánchez de la Seña / Cristóbal Delgado / Bartolomé Gómez de Santoyo / Juan Martín de los Cedros										"MEXICO,360,R.5,N.24
MEXICO,360,R.5,N.29
BL Egerton MS 1791 ff 53-54
MEXICO,360 [Luís Sánchez de Aguilar et al. to Gov, 20 sep 1638]
xxx [Gov to Crown, 10 jul 1638]
MEXICO,360 [Luís Sánchez de Aguilar to Gov, 29 oct, 5 nov 1638]
xxx [Bishop of Yucatán to Crown, 5 mar 1643]
Cogolludo lib 11 cap 12
Cardenas p97"	"Jones 1 p189, p204"	"Shortly before the Spanish withdrawal, in 1639, there were still nineteen village sites up to fifty leagues from Bacalar, although we are told that their inhabitants had recently fled to the Itzá country. /Gerhard 73, citing BL item / Of the 300 or so tributaries in the [Bacalar] province, something less than 200 were allied with those of Tipu. /Jones 1 p206 /xxx / By 1642, after a blackout of reports [fm Bacalar, since 1638] on the situation, the governor [of Yuc] wrote that eight of the rebel towns, consisting of some 300 families, had been congregated at Tipu itself. Only six villages of some 150 families ... remained loyal to the [Sp] crown; but of these some had fled to the forests ""either out of fear that they would be carried off by the rebels or for not being able to tolerate the weight of the work, being so few."" /via Jones 1 p210 /xxx [Bishop of Yucatán to Crown, 5 mar 1643]

All of these events [eg massacres at Tah Itza in 1623, at Sacalum in 1624], ... were the prelude ot the dramatic collapse of Spanish control over most of the Maya towns of the Bacalar province beginning in 1638, the opening year of Katun 1 Ahau. This loss of colonial control was by 1642 replaced by a regenerated Maya leadership based at Tipu. /Jones 1 p190

Complicating our understanding of the period [1638–42] are the poorly understood effects of increasing depredations of foreign pirates along the eastern coasts [of Bacalar province], which ceertainly would have stimulated coastal Mayas to seek refuge in interior locations around Tipu. These depredations, in combination with independence movements at Tipu, had devastating implications for the villa of Bacalar, which was already in a weakened state due to its administration by an absentee leadership based at Valladolid. /Jones 1 p191

These [Sp, mulattos and mestizos of Bacalar], he [Gov of Yuc] said, numbered only about 50 and were a miserable, poor lot, living by going from village to vilage selling things which they bartered for the locally produced cacao. In so doing, he claimed, they extorted the Indians. /Jones 1 p205 /MEXICO,360 [10 jul 1638]

[80 Ma from Manan and Chinam] have declared that by deceits and threats from the Indians of Tipu, by messages they had sent them that they were to give obedience to their king and wished them to abandon their town [Manan], saying that if they did not do so all would die and be finished, because at such a time the Itzas would come to kill them and there would be great mortalities and hurricanes that would flood the land. /via Jones 1 p207 /xxx [20 sep 1638] / Holpatin likewise received these reports from Tipu, per Bacalar intelligence /via Jones 1 p208"	
E 38	38	O		1 January 1638	31 December 1638	Settlement	Buccaneers start Settlement												xxx		"Lower Start possibly 1630, after loss of control by Bacalar or religious at Bacalar /via Gerhard 72

Lower Start possibly 1642, after Raid of Bacalar by Diego el Mulato /via Bulmer 152

Maybe buccaneering camps start date = Bay Islands more properly? [since were Eng colony under Hon in 1800s? uner Prov in 1638.]"	
E 39	39	O		1 January 1638	31 December 1638	Sp Hon smuggling	"Sp Hon trade with foreigners, esp. Dutch merchants, in contraindication of Sp Crown decrees"	"Comayagua, Trujillo"											"GUATEMALA,5 [16 jul 1655]
AGCA, A1.15, 53905, 6060 [5 jun 1648]
AGCA, A3.6, 42067, 2885 [1638]
AGCA, A3.39, 41715, 2874 [1682]
AGCA, A1.23, legajo 1514, f 228 [19 nov 1644]
AGCA, A1.23, legajo 1521, f 84v [1661]
AGCA, A1.23, legajo 1519, f 47 [13 sep 1660]
INDIFERENTE,2273
GUATEMALA,7 [18 ago 1643]
AGCA, A1.23, legajo 1519, f 47 [13 sep 1660]
GUATEMALA,282
U Tex Lib, G19-129, ff 290-294
CDI, v 19, p239-304, esp. p239, 241
BL Egerton MS 2395 f 575 [7 Apr 1678]
BL Add MS 11410 ff 10, 99, 223-226v
CDIE, v 84, p197-98 
CDIE, v 84, p361-62
GUATEMALA,281
BL Add MS 28140 ff 24-24b
C 110/152, Brailsford v Peers
CO 1/43 f 59
Lib Jam MS 105 f 499 [J. Taylor, Multum in parvo]"	"MacLeod 358-59, 462 no 22-23
Zahedieh 1 p216-17
Haring 24
FX, v 2, p354"	"Smuggling possibly started before 1638

1638 AGCA item = royal treasurer of Comayagua, while 1648 AGCA item = many vecinos of Truxillo /MacLeod 462 no 22

CDI = Colección de documentos inéditos, relativos al descubrimiento, conquista y organización de las antiguas posesiones españolas de América y Oceanía, sacados de los archivos del reino, y muy especial del de las Indias, 42 vols, Madrid 1864-1884

FX = Francisco Ximénez, Historia de la Provincia de San Vicente de Chiapa y Guatemala de la Orden de Predicadores, 3 vols, Guatemala 1921-1931

CDIE = Colección de documentos inéditos para la historia de España, Madrid 1842–95, 112 vols"	
E 34	34		Hos 13	1 January 1638	31 December 1640		Buccaneers or privateers raid at least one Maya hamlet	Bennett’s or Northern R Lagoon					xxx Ma taken			Zacatan town raided			"MEXICO,250,N.1 "	Jones 89 p289 n59	"Zacatan location /via Jones 89 xv—xvii, p289
Upper End inferred as previous to Lower Start of next raids of Maya hamlets. "	
E 40	40		Hos 13	12 March 1638	30 June 1638		Diego el Mulato assaults Sp craft off Sp Hon coast from Trujillo to Amatique	"Trujillo, Amatique Bay"	Alcalde ordinario of Tru Hernando Sarco / Capt. Miguel de Aratigui / vecinos of Olancho	Diego el Mulato					2 Sp craft		300 pesos extraordinary defence spending		"GUATEMALA,16,R.2,N.13 f 51v"	"Cardona Amaya p112-4, p45-6"		
E 		xxx		2 April 1638	15 June 1638	Bu raid Cozumel	Buccaneers or privateers water or careen at and raid Cozumel twice	Cozumel		1 Bajel / later 1 Bajel									"MEXICO,360,R.5,N.22"		"= Martes Sancto del [1638] estuvo un bajel de enemigos dado fondo asta el savado de la misma semana en la Isla de Cozumel que hay desta Ciu.d a ella poco menos de Cient leguas, salto gente en tierra, el beneficiado y los Yndios se retiraron al Monte, no quemaron la Yglessia ni cosa ning.a, solo hicieron aguada, y algunas gallinas, y Ceusnes, que no los pudieron retirar, se llevaron que fue poca cantidad, segun el haviso que tuve a los principios de el mes pasado [junio] Vino otro bajel que tambien hiço agua y para leña quito las puertas de la Yglesia y las Ventanas y el pulpito, y asi mismo rrobo los Ornamentos della, segun lo que me havisa el beneficiado, y maltrato a tres o quatro Yndios, es ymposible el que govierna pueda evitar esto, ni poner prevenciones, y mas no haviendo soldados pagados, qe son bien neçesarios, que con ellos a muchas cosas, se pudiere acudir que de ninguna suerte como esta esto oy se puede haçer, ... /MEXICO,360,R.5,N.22"	
E 41	41	O		20 April 1638	20 April 1638	Prov Co privateering	Last privateering vessels outfitted by Prov Co	London		Capt. Samuel Axe / Andrew Axe / Capt. Nicholas Parker / Matthew Harbottle									CSPC 1 -- April 1638 : April 20. Brooke House	Newton 266	"they [Prov Co] were constantly being approached by speculators during the later years of their existence as a company for the issue of commissions for ships to undertake privateering voyages in the WI ... The company always refused to invest money in fitting out these privateer ships, but granted the desired commissions /Newton 266

Ships fitted = Swallow, Spy [despatched in Jul 1638]"	
E 42	42		Hos 13	1 May 1638	30 May 1638		"Buccaneers or privateers roam off Trujillo, after which a Sp prisoner of theirs escapes"	"Trujillo, Utila"	Gov of Sp Hon Francisco de Ávila Lugo / Alcalde ordinario of Tru Hernando Sarco / Velador de Punta de Castilla	2 Ships 5 Frigs			1 Sp prisoner / escaped May 38						"GUATEMALA,16,R.2,N.13 f 46r-47v"	"Cardona Amaya p112, p47-8"		
